"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"The Amazing Spider-Man","classicsoncall","9 July 2012","There was no way I was going to miss this film, but after reading a number of reviews by fans here I began to have some reservations. Most of that had to do with the retelling of the origin, and fundamentally I agree that this probably wasn't necessary after only ten years since the Tobey McGuire version. But now that I've seen it, I can say my second thoughts were unwarranted because this film provides an adrenaline rush with every spider web fired.I always had this unsettled feeling with the McGuire Spider-Man, or more accurately, with the McGuire Peter Parker. I found him to be too much of a wuss, wimping out whenever confronted as the timid teenager. With Andrew Garfield, I didn't get the impression he was OK to let things go whenever a bully came on the scene. With only one picture under his belt as opposed to Tobey's three, I'm going with the new kid in town.Whether intended or not, I also preferred the darker tone to this take on the Spidey character. Many of the action scenes occurred at night and better conveyed a sense that this costumed hero might be more of a menace than a friend. Peter Parker's dinner clash with Captain Stacy (Denis Leary) helped push that agenda and it worked pretty well.As for the main villain, a mixed reaction. There were times The Lizard (Rhys Ifans) looked a bit corny and other times truly menacing. It seemed to me that the film had trouble establishing the villain's proportion in relation to Spider-Man and other humans. In some scenes he looked like a monster, at others merely somewhat larger than Spider-Man. However the concept of cross-species genetics on which The Lizard came to being was handled rather well and proved effective.As always, my favorite moment in a Marvel hero movie did not leave me disappointed. Stan Lee makes a cameo appearance once again, this time as the oblivious librarian listening to a symphony while Spidey and The Lizard make a shambles of the bookcases in the background. I can't believe he'll be ninety at the end of this year.","
            8/10
            "
"The Amazing Spider-Man","AmbushBug26","15 July 2012","Being a Spider-man comic book fan I can say that a lot of the stuff that happens in this story is true to the comic book Spider-man. Spider-man has web shooters, Spider-man likes to joke a lot, Gwen Stacy was Spider-man's first love, etc. So Anyone who is a fan of the comics will respect this movie on that merit, the merit that it was faithful to the source material while bringing in new stuff without losing what made Spider-man who he is.People who've only seen the Spider-man films and never bothered to read any of the comics. Won't like this film as much. They'll say the same old stuff. ""Why was this made? We've seen this already?"" Blah blah blah.Let me go off saying that behind Spider-man 2, this is probably the best of the Spider-man trilogy for one reason.....it avoids all clichés that the original trilogy didn't. In fact the film pretty much avoids all clichés at all. I'll try and explain a few without spoiling the film.Well first of all the woman in this film aren't morons. One of the main problems I had with Sam Raimi's films was the fact that all woman were pretty much portrayed as objects that Spider-man can save. None of them do anything helpful. Sure Mary Jane tried to hit Doctor Octopus with a plank in the second film, but she couldn't even do that right. That's not the case here. Gwen actually has a confrontation with with villain and she doesn't screw around, I won't say what she does but when I saw it happen I couldn't help but cheer. Finally a Spider-man film where the woman have a brain-stem.The second cliché it avoids is being predictable. The original films basically have Spider-man going through the motions. Girl gets kidnapped, Spidey saves girl, Spidey defeats villain or jumps out of the way so the villain can do harm to himself. That is not the case with this film, a lot of the time you think one thing is going to happen but then it doesn't and the opposite happens.The third cliché it avoids is having silly moments. The first trilogy had a lot of them, yes even Spider-man 2 (The raindrops keep falling on my head scene). Going back an having re-watched the Sam Raimi trilogy before seeing this one, the films are more like popcorn films. Sam Raimi is the master at making B movies and that's what the original trilogy was, an epic scale B Movie. With this film, they get a little more serious. There's not really any goofy moments that I can think of and if there are then it's usually played for laughs.Also THANK GOD They got Flash Thompson right. Sam Raimi used Flash so he could be the stereotypical bully, and at the beginning you think that's what Marc Webb plans to do, but then he shows that Flash isn't as big a douche as he makes himself out to be. Flash is one of my favourite Spider-man characters in the comics, and I'd like to say ""thank you Marc Webb for avoiding the cliché of him just being a bully and actually making him a human being with depth."" The film also does other things right besides avoiding clichés. The actors all do fantastic jobs and I will go on record saying that Andrew Garfield is the perfect Spider-man and a great role model for young boys even though he has his flaws. Martin Sheen was great as an Uncle Ben who is kind, understanding, but at the same time doesn't take any crap. Emma Stone was great as the kind of jokey but intelligent Gwen Stacy who is a strong positive role model for young woman. The Guy who played the villain was great, The girl who played Aunt May was good in the few scenes she was in. Not a weak link in the bunch.So I've done nothing but praise this film so far, so why is it still behind Spider-man 2 in my books? Well the film does have flaw, mainly two. One it's rushed, the only one who really pays for it being rushed is the villain who only gets one line of dialogue to explain his motives and even then we're not sure why he's doing that. The second flaw is that it doesn't have this big epic feel that Spider-man 2 had, it doesn't feel like it was made to be a big summer blockbuster, instead it was made to be an Indy film with a big budget....although maybe that's why I liked it so much, it focuses more on characters than action.....hurm.....I'm still on the fence with that last one.The Amazing Spider-man is a good film. It avoids most if not all clichés, it's fresh, it's interesting, it's got characters you love to see and actually feel for played by fantastic actors, it's a great Spider-man film and it's sad that a lot of fans seem to be hating it right now. I honestly can't see what's to hate.Good film, go see it.....oh by the way.....I wouldn't recommend seeing it in 3D, there are a few moments where you're like ""Whoa cool"" but not much.","
            8/10
            "
"The Amazing Spider-Man","TheNorwegianGuy","10 November 2012","I admit that I too didn't exactly get that excited when I heard that this was in the making. The Sam Raimi trilogy was a fun ride, and the idea of making another Spider-Man movie with a completely new cast seemed strange and unnecessary. When the cast was announced, I got a little bit curious, but nothing more.However, when I watched it, I got a whole other impression. I really liked it. The atmosphere was great, and perhaps a little darker than the Sam Raimi movies at times. I know many of you who read this will hate me for saying this, but I actually think this movie was a LITTLE bit better that the previous ones. Not much, but just a hint better. One thing is the cast. I really didn't like Tobey Maguire as Spider-Man that much. I didn't have a huge problem with him back then, but now when I saw this, I must say that I like Andrew Garfields ""version"" better. He's a little more tougher, both physically and in personality. Also, I think Emma Stone did good as Gwen Stacy. I liked her better as Peter Parker's girlfriend than Kirsten Dunst. The Villain, too, was great. I won't say more about him, not wanting to spoil anything.When I read many of the reviews in here, I don't see much positivity about this movie. I think that's unfair. At least, it's mediocre. Giving this a 1/10 is criminally wrong. At least I think so. If you wonder if you should see this or not, at least give it a chance. Don't let the bad reviews scare you away.","
            9/10
            "
"The Amazing Spider-Man","Hellmant","6 July 2012","'THE AMAZING SPIDER-MAN': Five Stars (Out of Five)The 'BATMAN BEGINS' of Spider-Man films, this reboot to Sam Raimi's blockbuster trilogy doesn't disappoint and I'd go as far as to say it's amazing! Director Marc Webb (who made his debut with 2009's critically acclaimed hit '(500) DAYS OF SUMMER') takes over the franchise with Andrew Garfield (of 'THE SOCIAL NETWORK' fame) replacing Tobey Maguire as Peter Parker, a.k.a. Spider-Man. The film was written by James Vanderbilt, Alvin Sargent (who also co-wrote 'SPIDER-MAN 2' and '3') and Steve Kloves (who wrote every 'HARRY POTTER' film). This film focuses entirely on Peter's high school years while he learns to first develop his powers as well as cope with the disappearance of his parents and who his father really was (unlike the original Sam Raimi film). It's also a little more faithful to the comic, in some ways, by having Parker develop artificial web-shooters that he uses to swing around on, rather than being able to produce them physically as part of his super powers. It also goes back to having Gwen Stacy (his original love interest from the comics) as the object of his affection rather than Mary Jane (like the Raimi films). Gwen is played beautifully by 'it girl' Emma Stone (the object of Jim Carrey's obsession). The movie, despite treading on some old ground, is thoroughly entertaining and powerfully well made. This story begins with Peter as a young boy (Max Charles) being left in the care of his Uncle Ben (Martin Sheen) and Aunt May (Sally Field) by his parents (Campbell Scott and Embeth Davidtz), who disappear without ever being heard from again. Peter grows up to be a somewhat awkward teen (Garfield, who's way too old to play a teen) but is much cooler than Parker probably should be; he rides a skateboard and actually flirts (successfully) with his high school crush Gwen Stacy (Stone). One day he finds his father's old briefcase which leads him to seek out his father's old associate, a scientist by the name of Dr. Curt Connors (Rhys Ifans). Gwen actually works at Oscorp with Connors, which is where Parker stumbles into a lab experimenting on genetically modified spiders and is bit by one. He of course develops spider like powers and when his Uncle is killed makes it his mission to fight crime and get revenge. In this film he must deal with Dr. Connors' alter ego, the genetically mutated monster 'The Lizard' (which is the first time the classic Spider-Man villain has graced the silver screen), as well as the police, lead by Gwen's father Captain Stacy (Denis Leary).The movie does go over a lot of the same plot points as the original Sam Raimi hit but it delves a little more deeper in to them. I thought the first two 'SPIDER-MAN' films had a great amount of emotional drama and character development (which is why they're two of my favorite films) but this installment manages to outdo them. It really gets in to the character of Peter Parker, on a relatable level to almost every high school nerd (present or past) and Garfield plays him amazingly. I thought Maguire was about as good a Spider-Man as they could have casted but somehow Garfield manages to outdo him, mostly with passion for the role (he says he cried the first time he put on the costume). Stone is a little cuter and more adorable than Kirsten Dunst, I wouldn't say she's a better actress but it's definitely easier to fall for her character than Mary Jane's (due to Stone's likability). Sheen and Field are classic like always and Ifans makes a memorable insane villain. The acting is definitely a little better in this film but the script is also smarter and more complex and Webb's direction is impressively fitting. I wouldn't say he's as good a director as Sam Raimi but it's nice to see a different take on the series. Besides all the material that's already been done there's definitely enough new stuff to make the film interesting and thrilling. I'd say it's a better reboot film than 'BATMAN BEGINS' even, it's no 'THE DARK KNIGHT' but it is better than Nolan's original Batman film. If you're a fan of the series or the character (and Spider-Man is my favorite superhero) you're sure to be thrilled.Watch our movie review show 'MOVIE TALK' at: http://www.youtube.com/watch?v=AhcS7Q-CkYE","
            10/10
            "
"The Amazing Spider-Man","Robert_duder","3 May 2014","Going back a few years when Sam Raimi's Spiderman released it was jaw dropping. It was sort of the spring board for the current excess of superhero films we see now. Most of us were definitively disappointed in Spiderman 3 but disappointed enough that we thought it should end the franchise and encourage a reboot only TWO years later? Fortunately for them the reboot isn't so bad and actually very entertaining and spidey fans won't be disappointed. I don't think its nearly as good as the original Raimi's Spiderman but then at that time it was new and fresh and captivating to see a live action, non-campy superhero on screen. The Amazing Spiderman does manage to make itself different enough to make you not feel like you're watching something you've seen a dozen times over. Its a different spin on the Spiderman story while still keeping key elements firmly in place (maybe Marc Webb should give Zack Snyder a few tips.) They also establish enough back story to make this a lucrative franchise for at least three films if they don't screw it up some way and get it scrapped like they did the first time around. At the same time of being different enough it isn't really that far fetched from Raimi's trilogy. It still has the same feel and intensity and solid special effects. As someone who despises CGI I didn't find it silly or overused (though its clearly used a lot) its done very well including The Lizard who is complete CGI.If they absolutely had to do this then Andrew Garfield was a great choice for the role of Peter Parker and Spiderman to a lesser extent. Its funny because I always thought Tobey Maguire made a great Spiderman but lacked as Peter Parker and Andrew Garfield makes a great, awkward, angsty teen Peter Parker but lacks something significant as Spiderman. I don't know what it is...but its something. Still he is at least good in both roles. Emma Stone is terrific as Gwen Stacy. Her chemistry with Garfield is perfect (though again not quite as good as Dunst and Maguire) and she shows once again why she's one of the best young talents in Hollywood. Stone outdoes herself in her role. Rhys Ifans is also perfectly suited as our villain Kurt Connors/The Lizard. Playing a villain (especially a giant Lizard) is extremely difficult to not make campy but Ifans plays it very seriously and is a very viable enemy. He absolutely brings the comic villain genius to life. Denis Leary is a great addition to as Gwen's father and Police Captain who is also somewhat of a nemesis for Spiderman and Peter Parker. His character adds a certain layer of depth to the story and he plays it very seriously even when he's being sarcastic and angry. It wouldn't even be fathomable for me to mention Martin Sheen and Sally Field, two absolute legends of Hollywood playing Uncle Ben and Aunt May. Sadly they are very underused and only have a few good scenes in the beginning of the film but I wanted to see more of them because of who they are as actors.Part of the issue I had with The Amazing Spiderman was perhaps the lack of emotional depth, the human side that we miss out on. The connection between Peter and his Uncle and Aunt isn't quite felt as well as it should have been. I wasn't moved enough when Uncle Ben was killed. However, this film gets definitively and absolutely better as it goes on. The end of the film is superior to the first part in every way. Its intense, emotional, action packed and jaw dropping. If the entire film was at the quality of the latter half it might have been a ten. The High School Spiderman/Lizard fight is legendary (especially with one of Stan Lee's best cameos), the scenes between Garfield and Leary and the final battle all make this an absolute must see. Marc Webb did an excellent job of creating something that could have and almost should have been a disaster into a viable and watchable franchise. I wanted to complain about how incredibly cheesy and melodramatic the ""crane"" scene was during the last scene but darned if it didn't make me get goosebumps and feel all warm and squishy. One thing is for certain, there isn't a Spiderman fan out there that can't say this isn't well done and very entertaining. There is some terrific Spiderman imagery (again especially towards the end.) Let's hope Marc Webb can hold this together throughout the franchise's life. Its greatest feat was to overcome was being far too soon for it to be made and it does overcome that. 8.5/10","
            8/10
            "
"The Amazing Spider-Man","Ben_Horror","17 July 2012","With the success of the first X-Men movie in 2000, Bryan Singer pretty much paved the way for all the comic book movies we see today. That included a certain super hero movie made by Sami Rami in 2002 where a nerdy guy (Tobey Maguire) gets bitten by a radioactive spider and inherits superhuman powers. If Singer had paved the way, then Rami provided the icing on the cake: a faithful, smart, well-acted super hero flick that had as much heart and sincerity packed in as it had all those set pieces. It also lead to a superior sequel and the much maligned, though underrated, third episode.Which brings us to what we have here: while not a beat for beat remake, you get the same story more or less with a different love interest and villain. Peter Parker (Andrew Garfield) sneaks into a research facility and gets bitten by a radioactive/genetically enhanced spider. He gets super powers and becomes Spider-Man. Meanwhile, a doctor (Rhys Ifans) working at the same facility, is being forced to close down his research into tissue regeneration. In desperation, he injects himself with an untested self-generating lizard vaccine and becomes a half man/half lizard thing. Spider-Man is then forced into action to stop him from spreading this contagion throughout the city of New York. Gwen Stacy (Emma Stone) is the damsel in distress/love interest and plays a role in trying to stop the crazed beast.First things first: this is not a bad film. It's well acted by all the principals, has good effects, a scary and menacing villain, some nice action sequences and web swinging effects that are generally slightly more realistic than the Rami version. Parker is more evidently scientific and intelligent here. Also the police's notion that Spider-Man is a menace to the public is more clearly defined, especially in the scene where he disarms an officer. The new idea is that Parker can hear the movements of spiders and it's a good addition. So where does it all go wrong? The short answer: it's just that it's so pointless. We had already seen the story before. There was absolutely no reason to tell it again. This movie could easily have been Spider-Man 4 with Andrew Garfield filling in the Spidey spandex instead of Tobey Maguire. But Marvel – in their infinite wisdom – just chose to tell the same story a second time. Going by that rationale, presumably Andrew Garfield will be cast aside like a disused sock when they inevitably choose to 'reboot' the franchise again in ten years or so. It is a scarily unimaginative tactic and it is one they will continue to do until there is a massive financial failure.This movie follows the same set up as the 2002 version: Parker being picked on, getting advice from his sage-like uncle (Martin Sheen), being bitten, getting his powers/climbing walls, and turning his back on a situation which unfortunately has tragic consequences for a family member. It's all a case of been there, done that. If you want to compare it to the Rami original, then the short answer is; as good as Andrew Garfield is, Tobey Maguire was better. Maguire filled the suit better; on occasion, Garfield is prone to looking thin and scrawny during several scenes. Even the suit looked better in the Rami movies. And those earlier movies had a heart and sincerity – especially in the relationship between Peter and his aunt and uncle that you don't see here. Again we ask: why does this movie exist?And there are holes: there's a massive lizard running around, wreaking havoc; yet the police are more preoccupied with pointing their guns at Spider-Man – despite the fact that he saved a child in a (surprise, surprise) rehashed scene set on a bridge taken from Rami's first movie. In another part, the citizens of the city (once again - in a bit taken from Rami's movie) unite to help Spider-Man cross the city using tower cranes – despite the fact that there are buildings all around him. Heck, even the villain is initially a do-gooder like Norman Osborn and Dr. Octavius – again from the Rami movies.It also seems to pull inspiration from another super hero movie: Christopher Nolan's Batman Begins (2005) in that it's slightly darker, tells such a large origin story that just like Batman Begins, Spider-Man doesn't actually show up on screen for the first hour. So if you take two parts Batman Begins and add a touch of Rami's Spider-Man, the result is what you have here. Additionally, the introduction of the web shooters, while being faithful to the original comics and emphasizing Parker's intellect, is a bit of a mixed blessing. The notion of the web being an organic material rather than being fired from mechanical devices actually made more sense.It's not that reboots are a bad idea, they're not. In certain situations they can work well, provided for example, enough time has elapsed. But there is no point in retelling the same story if the initial release is still relatively recent. In addition, it helps if the story wasn't covered well the first time, or it was a bad movie to begin with. Going by this criteria, Marvel's latest cash cow is unnecessary on all three accounts.In closing, if you haven't already seen the Rami movie from 2002, go watch it instead. If you have seen it, then this probably won't live up to it and you will be left feeling a little underwhelmed. It's fair to say that for anyone over the age of eighteen, this movie will seem rather half-hearted and senseless; for those under eighteen, this movie will probably be the greatest super hero flick ever. Yes, it's a movie that will divide opinions, primarily on the sole reason for its existence. Not a bad, or a badly made flick, by any means just a pointless one.","
            5/10
            "
"The Amazing Spider-Man","thesar-2","4 July 2012","I don't have an argument that Spider-Man's origin story didn't need to be remade for I've seen plenty of very decent to mediocre reboots before. But, what makes this a worthless remake was that it backtracked on all that was good before it.Heart, soul, good soundtrack, excellent score, acting, chemistry, heroism, humor and quotable dialogue were present in the original Spider-Man movies – and yeah, even #3. This movie lacked ALL of those. Heck, it even deleted one of the main characters and often hilarious: J. Johan Jameson. Shame.I was even willing to over look the obvious first hour or so that inevitably retold the same old story of pansy Parker, a love interest, the bullies, the Aunt & Uncle, the spider bite, the transformation and the first try-outs. Without anyone (and I guess me now) spoiling that, we all knew that was coming. But, what I didn't foresee was how blah it all was going to be. How boring and trite.And pleasePLEASE do not let the advertisements fool you into filling a seat for a movie you've seen before: ""The Untold Story"" was about as revealing as finding out about Ellen Ripley's all-but irrelevant daughter in the director's cut of Aliens.What the movie is trying to tell us is that Spider-Man is a hero, that he loves Gwen Stacy and that, despite how great the Hulk looked in The Avengers, a giant lizard man can look real on screen using 1996's technology. No apologies: I didn't buy any one of these things the script displayed. In fact, it showed so much and yet, so much felt left out. So many story lines began and either faded or we're given half-ass explanations.Don't get me wrong; I didn't full-on hate on The Amazing Spider-Man. Of the approximately 20 minutes (of 136) of screen time Spidey was on the screen, he lookeddecent, albeit the shots still looked like deleted scenes from the previous series. And even though Tobey Maguire spun webs around Andrew Garfield's Parker, he still did a good job. I will even give it to both the script and Garfield: Spider-Man's signature sarcasm was funnier this time around.Is it redundant to give the synopsis since I already reviewed the 10-year-old original? Yes, except this time around instead of a green bad guy from Oscorp being human, this one had a green bad guy from Oscorp being a laughable CGI Godzilla offspring. Oh, and as much as I love Emma Stone, her character, Gwen Stacy, first introduced in Spider-Man 3, was so lifeless, you'd have to miss Kirsten Dunst's Mary Jane.I simply cannot recommend this movie. Again, of the 136 minutes, 40 were good, but that did not outweigh the bad-3-D effects or 96 other slow-paced, unoriginal and uninspiring minutes.","
            3/10
            "
"The Amazing Spider-Man","g-bodyl","28 January 2014","Only five years after the universally-hated Spider-Man 3(not me, though), Columbia Pictures have decided to give Peter Parker and his alter ego, Spider-man a fresh start. This film is essentially quite similar to 2002's film, but also features a few differences mainly a personality change in Peter. I don't know if I like this film any better than the original trilogy. This film is action-packed, has a great cast, and a rather fun villain in ""The Lizard,"" but this film doesn't live up to the trilogy that gave Spider-Man a name for himself.Marc Webb's film explores the origins of Spider-Man and also unlike the trilogy, we learn more about Peter's past including what happened to his family. As Peter is exploring his past, he is lead to his father's former partner who happens to be too smart for his own good. Also, Peter strikes a relationship with the daughter of the police captain, Gwen Stacy.The acting is really not too bad. An Andrew Garfield/Emma Stone pairing is not as good as the Maguire/Dunst pairing, but they still do very good and it's nice to see some cockiness in Peter's attitude instead of complete nerdiness. The Lizard, played wonderfully by Rhys Ifans, is a good villain to watch. The rest of the cast rounded out with Denis Leary, Martin Sheen, and Sally Field gives this film some starpower.Overall, this is definitely not a bad film and it's very entertaining. But we must ask ourselves, is this a necessary reboot? Honestly, I would rather have seen a Spider-Man 4, but who's to complain. This is a solid entry into the superhero genre despite really offering anything new. But hey I was entertained and that is all what matters. I rate this film 8/10.","
            8/10
            "
"The Amazing Spider-Man","thinker1691","19 November 2012","This movie "" The Amazing Spiderman, "" has been way over-due. Ever since it's initial creation by Stan Lee (who makes his usual Cameo appearance), audiences have been hungrily awaiting this new addition. This time, Peter Parker (Andrew Garfield) confronts a new and incredibly powerful super villain called, 'The Lizard'. Self created by a one armed scientist, named ( Rhys Ifans ) or Dr. Curt Connors, Spiderman unknowingly gives the fantastic formula to a desperate man who has been trying to invent a way for a human to re-generate a missing limb, without realizing the unfortunate side effects. From the beginning, the film has a dark, foreboding and sinister aspect, which pervades through the entire story. Indeed, this sequel returns to it's early history in that the audience is introduced to Parker's lost parents, as well as his present guardians superbly played by Martin Sheen (Who adds a bit of Panache to the movie and Sally Field. Furthermore, Parker is given a new girlfriend called Gwen Stacy and her father seriously played by Denis Leary. The movie itself is incredible, what with all new high flying action sequences, aerial effects and numerous exciting scenes. Although a bit heavy in using mostly nighttime exteriors, it does lend credence to Parker's equally somber state of mind. Over all, the film is grimly superior to earlier chapters and is therefore easily crafted to enthrall us. As a result, the cast and crew, have intentionally created a Classic in the process. Easily recommended to all. ****","
            8/10
            "
"The Amazing Spider-Man","cultfilmfreaksdotcom","3 July 2012","In one scene, right after a spider in the Oscorp Laboratories bites Peter Parker: he falls asleep in a subway only to be awakened by a random loser who (for some strange reason) places a beer bottle on Parker's head. A drop of water from the bottle rolls down onto Peter's face, causing him to fling to the top of the car and stick to the ceiling – like a spider.Over a dozen people witness this spectacular feat... and what happens next? A lady gets miffed because some of the beer spilled on her clothes. That particular reaction sums up how amazing the entire film is. After fully realizing his powers and using them to skateboard with furious bravado outside his high school, Peter Parker (much too) quickly dons the Spidey outfit that seems more like a surfer's wetsuit than a real transformation.He seeks his uncle's murderer from the supposedly pivotal scene lacking the tragic fate of the protagonist's mentor in Sam Raimi's version. This doesn't perpetuate Parker into a vengeful vigilante misusing his powers, but gives him reason to fly around wielding his skills that actor Andrew Garfield never seems in any particular awe about. The SOCIAL NETWORK star, resembling Anthony Perkins had he become a melancholy hipster, doesn't give Peter Parker the underdog value Tobey Maguire successfully conveyed – but that's the scripts fault. Parker's not a nerd or even an outcast; having lost his parents for mysterious reasons, he's simply not a happy camper.Other than the rushed changeling into the titular superhero, there's hardly any character arc for the good guy or the villain. Osco's resident genius Dr. Curt Conner's transforms into The Lizard so quick, running amok New York City like a raptor on steroids, there's not much reason, or worthy motivation, for his actions.But (all) this lack of purpose fits a movie that, when not wallowing in romantic melodrama between Parker and girlfriend Gwen Stacey whose dad is a hard-nosed cop and a weak replacement for a much-needed human antagonist like J. Jonah Jameson doesn't live up to the original film or the comic books that at least, for better or worse, had a good time.For More Reviews: www.cultfilmfreaks.com","
            1/10
            "
